-2.95E-09	89.999997	90.000003	89.9999993	90.0000007	0	0	25	-3.50348E-09	2.7198E-08				
-3.81E-09	89.99999618	90.00000382	89.99999936	90.00000064	-2.72E-08	3.50E-09	24.99513879	-7.01072E-09	2.70527E-08				
-4.27E-09	89.99999522	90.00000478	89.99999934	90.00000066	-2.73E-08	1.86E-09	25.00919363	-9.69061E-09	2.61519E-08				
-7.04E-09	89.99998985	90.00001015	89.99999711	90.00000289	-2.64E-08	2.71E-10	25.02472677	-1.47525E-08	2.64196E-08				
-9.06E-09	89.99998537	90.00001463	89.99999501	90.00000499	-2.66E-08	2.14E-09	25.04027713	-1.64461E-08	2.65671E-08				
-9.19E-09	89.99998623	90.00001377	89.99999535	90.00000465	-2.67E-08	1.80E-09	25.05583462	-1.02452E-08	2.67642E-08				
-8.70E-09	89.99999277	90.00000723	89.99999826	90.00000174	-2.65E-08	1.06E-09	25.07138892	-1.67654E-08	2.63553E-08				
-8.01E-09	89.99999438	90.00000562	89.99999903	90.00000097	-2.62E-08	3.61E-09	25.08693352	-1.66114E-08	2.62986E-08				
-7.61E-09	89.99999026	90.00000974	89.99999734	90.00000266	-2.62E-08	-2.08E-10	25.10246694	-1.64251E-08	2.62776E-08				
-7.19E-09	89.99998644	90.00001356	89.9999958	90.00000419	-2.61E-08	-3.39E-09	25.1179908	-1.77776E-08	2.62176E-08				
-6.77E-09	89.99998618	90.00001382	89.99999582	90.00000418	-2.59E-08	-4.04E-09	25.13350757	-2.00894E-08	2.61314E-08				
-6.55E-09	89.99998755	90.00001246	89.99999655	90.00000345	-2.57E-08	-2.96E-09	25.14901921	-2.16986E-08	2.60683E-08				
-6.54E-09	89.9999879	90.00001211	89.99999684	90.00000316	-2.55E-08	-2.25E-09	25.16452668	-2.20762E-08	2.60372E-08				
-6.53E-09	89.99998708	90.00001292	89.99999662	90.00000337	-2.53E-08	-2.64E-09	25.18003011	-2.19743E-08	2.60122E-08				
-6.42E-09	89.99998643	90.00001358	89.99999648	90.00000351	-2.52E-08	-3.35E-09	25.19552916	-2.21227E-08	2.5979E-08				
-6.29E-09	89.99998651	90.00001349	89.99999667	90.00000332	-2.50E-08	-3.61E-09	25.2110234	-2.25164E-08	2.59465E-08				
-6.22E-09	89.99998684	90.00001317	89.99999697	90.00000302	-2.49E-08	-3.45E-09	25.22651256	-2.28062E-08	2.59253E-08				
-6.21E-09	89.99998688	90.00001312	89.99999714	90.00000285	-2.48E-08	-3.33E-09	25.24199653	-2.28693E-08	2.59128E-08				
-6.21E-09	89.99998669	90.00001331	89.99999721	90.00000278	-2.47E-08	-3.42E-09	25.25747535	-2.28525E-08	2.58994E-08				
-6.20E-09	89.99998658	90.00001343	89.99999731	90.00000268	-2.47E-08	-3.54E-09	25.27294913	-2.28904E-08	2.58812E-08				
-6.17E-09	89.99998663	90.00001338	89.99999749	90.00000251	-2.46E-08	-3.57E-09	25.28841797	-2.29673E-08	2.58608E-08				
-6.16E-09	89.9999867	90.00001331	89.99999767	90.00000232	-2.46E-08	-3.54E-09	25.30388194	-2.30126E-08	2.58419E-08				
-6.16E-09	89.99998669	90.00001331	89.99999782	90.00000217	-2.45E-08	-3.53E-09	25.31934108	-2.30141E-08	2.58245E-08				
-6.16E-09	89.99998663	90.00001338	89.99999794	90.00000205	-2.45E-08	-3.57E-09	25.33479538	-2.301E-08	2.58069E-08				
-4.20E-05	89.56128503	90.43797858	89.86183709	90.1388993	-2.45E-08	-3.61E-09	25.35024485	0.000125803	6.218E-06				
-0.000112268	88.65193782	91.34377644	89.53653689	90.46774885	-6.22E-06	-0.00012583	25.36568949	0.000299433	1.35839E-05				
-0.000189905	87.49689612	92.49200616	89.06930146	90.94179627	-1.66E-05	-0.00033666	25.3811293	0.000444815	1.97854E-05				
-0.000293007	85.99506083	93.98217282	88.39092081	91.63184555	-2.92E-05	-0.000554636	25.39656426	0.000629563	2.86663E-05				
-0.000400891	84.06520628	95.89349646	87.43888746	92.6024098	-4.70E-05	-0.000829228	25.41199435	0.00079159	3.58322E-05				
-0.000601861	80.33045301	99.58999296	85.3780398	94.70151423	-6.68E-05	-0.001104871	25.42741954	0.001225436	5.55047E-05				
-0.00074982	74.55411474	105.312655	81.683309	98.44992124	-0.000102497	-0.001637903	25.44283979	0.001467464	5.96619E-05				
-0.000627943	66.85669767	112.9612571	75.8880568	104.2939884	-0.000133181	-0.001957277	25.45825475	0.00101347	2.57781E-05				
-0.000197031	58.26618086	121.5296257	68.75333819	111.4508552	-0.00013285	-0.001263039	25.47366466	0.000117958	-3.71197E-05				
0.000747769	49.83954129	129.9595599	61.50395806	118.6969408	-0.000101732	0.000802959	25.48907053	-0.001800927	-0.000153153				
0.002525732	42.1638113	137.6458486	54.94164611	125.248694	-2.15E-05	0.005273508	25.50447176	-0.00521749	-0.000347233				
0.005571387	35.40641227	144.4084765	49.21896649	130.9661448	0.000131696	0.013166924	25.51986537	-0.01032535	-0.000637242				
0.010809204	30.75637236	149.0377916	46.22190532	133.9839307	0.000382966	0.025529838	25.53523834	-0.017783689	-0.001064425				
0.018114472	32.29423667	147.4934143	48.97434672	131.2380023	0.000784456	0.044343803	25.55054936	-0.024231722	-0.001467862				
0.026432891	40.76723042	139.0171559	55.22813951	124.9874742	0.001205152	0.068478665	25.56569012	-0.026719125	-0.001686703				
0.034043074	52.02805506	127.6811398	62.52812067	117.7626845	0.001442327	0.096060918	25.58043708	-0.024445278	-0.001676215				
0.039921689	63.47117824	116.0832476	69.93678484	110.5087893	0.001309935	0.125150889	25.59447873	-0.01977994	-0.001527472				
0.043480858	73.82337999	105.5355703	76.82648346	103.8145663	0.000708299	0.155057996	25.60764353	-0.014494353	-0.001300662				
0.044689421	81.18777787	98.02214041	81.92405067	98.86603105	-0.000436677	0.184097695	25.61997629	-0.009707692	-0.001037766				
0.043672068	85.17873315	93.97689418	84.83154307	96.0128296	-0.002127451	0.210027777	25.63156997	-0.005450273	-0.000763762				
0.04104568	86.81633046	92.35684904	86.1227052	94.70411531	-0.00428854	0.230838981	25.64253517	-0.002409888	-0.000515205				
0.038071971	87.24188131	91.98132682	86.54094469	94.23584718	-0.006783304	0.24591639	25.6529942	-0.001131384	-0.00033297				
0.035593382	87.28490813	91.98844821	86.65290395	94.07373971	-0.009427165	0.255585877	25.66312975	-0.00110277	-0.000217533				
0.034045367	87.31315066	91.99919677	86.71889251	93.96876007	-0.012038616	0.260433139	25.67292247	-0.001851614	-0.000154885				
0.033523501	87.37046458	91.97268588	86.78212884	93.87472069	-0.014462437	0.261742125	25.68231385	-0.002564985	-0.000139797				
0.033849102	87.38095318	91.99112466	86.80233191	93.82559025	-0.016600461	0.260837888	25.69124894	-0.003126129	-0.000130146				
0.034759006	87.31507498	92.08705091	86.76479794	93.83307617	-0.018442484	0.259045646	25.69969499	-0.003231812	-0.000112829				
0.035919073	87.27027689	92.16197781	86.73808784	93.82965746	-0.020002195	0.257126146	25.70764847	-0.002833306	-8.43855E-05				
0.037082202	87.24353503	92.22038404	86.72305423	93.8130267	-0.021323093	0.255650481	25.71511703	-0.00219777	-5.03629E-05				
0.038083449	87.22748791	92.27079746	86.7163921	93.78532253	-0.022460012	0.25493325	25.72212437	-0.001539914	-7.93178E-06				
0.038874744	87.14639043	92.39106636	86.66685259	93.79569062	-0.023465325	0.254957736	25.72869764	-0.000932044	3.65395E-05				
0.039418076	87.00249447	92.57896762	86.57611491	93.84242299	-0.024371756	0.255534466	25.73488247	-0.000353013	7.68335E-05				
0.039690209	86.83390161	92.79541591	86.47058978	93.90009271	-0.025205179	0.256467614	25.74071887	4.69806E-05	0.000111444				
0.039744703	86.64980686	93.02990999	86.35572776	93.9645554	-0.025990318	0.257615751	25.74625463	0.00029197	0.000142246				
0.039683733	86.42938983	93.30196575	86.21560881	94.05303562	-0.026742092	0.25873364	25.75153749	0.000436743	0.000168356				
0.03960072	86.16369928	93.61910538	86.04248288	94.17471247	-0.027463954	0.25965088	25.7566078	0.000595798	0.000186476				
0.039543726	85.86303385	93.96995183	85.84249527	94.32451905	-0.028154493	0.260299401	25.76149323	0.000729087	0.000202025				
0.039526616	85.55709567	94.32412115	85.63583557	94.48294761	-0.028815808	0.260742341	25.76621075	0.000857062	0.00021585				
0.039550031	85.26745479	94.65988648	85.43750388	94.63515485	-0.029445226	0.261015262	25.77076745	0.001008144	0.000227157				
0.039606373	85.00240248	94.96919591	85.25359652	94.77480509	-0.030041027	0.261170411	25.77516741	0.001158885	0.000238037				
0.039684643	84.76580973	95.24855626	85.08725995	94.89837406	-0.03060467	0.261273726	25.77941507	0.000817257	0.000229472				
0.040776646	83.87902747	96.15851736	84.41158016	95.55087502	-0.031136768	0.261356927	25.78351179	0.000426327	0.000232961				
0.042408784	82.71984327	97.32856967	83.48256574	96.46902131	-0.031670219	0.260414661	25.78755835	0.000896451	0.000260755				
0.043165344	82.5314622	97.5452518	83.31889666	96.60438934	-0.032136221	0.259033032	25.79144526	0.001868568	0.000294524				
0.042314076	83.68517683	96.43294787	84.16718879	95.7146865	-0.032498528	0.258820297	25.79500653	0.002496704	0.000313237				
0.040538435	85.14308177	95.0198651	85.1949621	94.64209103	-0.032800862	0.260320532	25.79825248	0.002330653	0.000308118				
0.038914417	88.0824247	92.03806342	87.11456986	92.76494202	-0.033119328	0.262473461	25.80139585	0.001742605	0.000295099				
0.038028662	92.83696996	87.12913069	90.14490798	89.88899136	-0.033499689	0.263595409	25.80465334	0.001062311	0.000293334				
0.037925922	98.84242291	80.88449002	93.98586997	86.28721711	-0.033922321	0.262905908	25.80806811	0.000698948	0.000305477				
0.038037743	105.3957244	74.04085766	98.16695957	82.39645836	-0.034317973	0.26039855	25.81159286	0.000898353	0.000327399				
0.03761614	111.7486622	67.39155017	102.1354515	78.72433617	-0.034620854	0.25667559	25.81515555	0.001472975	0.000352726				
0.036223839	116.9077539	62.0102023	105.2764509	75.80559294	-0.03480125	0.252467706	25.81874252	0.002121383	0.000375007				
0.03377135	119.9555894	58.90142933	107.1392722	74.00370912	-0.034865642	0.247975116	25.82244961	0.00280623	0.000396814				
0.030208812	120.6457625	58.34742404	107.6684891	73.33832439	-0.034841012	0.24270956	25.82646623	0.003581821	0.000428537				
